record_id,redcap_event_name,type_of_event,constitutional_event,constitutional_event_other,state,state_other,year,language,language_other,translation,constitution_complete,coder_name,coder_name_other,codeable,type_coder,peak_identified,court_name,process_type,flowchart,flowchart_conf,actors,rectangles,diamonds,event_notes,did_you_translate,translated_text,translator_name,other_tranlsator_name,process_complete,flowchart_change,which_year_compared,describe_change,significant_change,type_of_change,significance_justification,changes_is_this_a_new_constitution,changes_is_this_a_new_institution,new_institution_explanation,judges_selected_individually_or_slate,describe_selected_individually_or_slate,number_nominators,number_selectors,complication,legislature_involved,changes_notes,changes_over_time_complete
Honduras_1965,removal_1_arm_1,,,,,,,,,,,22,,5,1,1,"Supreme Court of Justice",2,[document],60,1,0,2,"I apologize for the haphazardness of my flowchart. It appears as though Congress determines if a Magistrate should be prosecuted, and then that Magistrate goes to trial.",1,"Article 181 (15), page 33: Congress declares if there is or is not reason to prosecute...Magistrates of the Supreme Court...during their functions    Article 226, page 45: The Magistrates cannot be separated from their functions except in the cases of crime, in which an inquiry goes to decree of prison or declaration of prisoner, for misconduct or noncompliance in the obligations of their office. These circumstances will be qualified through summary information and hearing of interested parties.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1967,general_informatio_arm_1,2,[document],,97,,1967,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1967,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1967,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1968,general_informatio_arm_1,2,[document],,97,,1968,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1968,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1968,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1971,general_informatio_arm_1,2,[document],,97,,1971,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1971,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1971,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1972,general_informatio_arm_1,2,[document],,97,,1972,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1972,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1972,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1982,general_informatio_arm_1,1,[document],,97,,1982,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1982,appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_1982,removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],80,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_1982,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1957,,,,,,,,,,,,,,,1
Honduras_1984,general_informatio_arm_1,2,[document],,97,,1984,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1984,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1984,removal_1_arm_1,,,,,,,,,,,22,,5,1,1,"Supreme Court of Justice",2,[document],100,1,0,1,"This amendment doesn't describe the entire removal process, only that Congress has the power to determine if Magistrates of the Supreme Court should be prosecuted.",1,"Article 205 (15): Congress declares if there is reason to prosecute...Magistrates of the Supreme Court",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1986,general_informatio_arm_1,2,[document],,97,,1986,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1986,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1986,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1987,general_informatio_arm_1,2,[document],,97,,1987,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1987,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1987,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1988,general_informatio_arm_1,2,[document],,97,,1988,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1988,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1988,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1990,general_informatio_arm_1,2,[document],,97,,1990,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1990,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",2,,,,,,,,,,,,,,,,,
Honduras_1990,appointment_2_arm_1,,,,,,,,,,,6,,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_1990,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",2,,,,,,,,,,,,,,,,,
Honduras_1990,removal_2_arm_1,,,,,,,,,,,6,,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_1991,general_informatio_arm_1,2,[document],,97,,1991,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1991,appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],80,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_1991,removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],80,2,1,1,"The process is unchanged from the 1982 constitution, but the Articles are numbered differently.  ",,,,,1,,,,,,,,,,,,,,,,,
Honduras_1991,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1982,"from congress elects to nominating board generates list of three and national congress elects. Nominating board includes reps from the Supreme court, college of attorneys, commissioner of hunam rights, the council of private enterprise, professors, and the confederation of workers",1,3,"another step added that includes a diverse group of actors",2,2,"still supreme court of justice",1,"Four year terms. Partially elected as a slate--congress can elect a list to fill all vacancies, by 2/3rds. But if they can not elect the whole list by 2/3rds, they can vote on each individual vacancy. For each vacancy three candidates are nominated",1,1,2,1,,1
Honduras_1995,general_informatio_arm_1,2,[document],,97,,1995,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1995,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1995,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1996,general_informatio_arm_1,2,[document],,97,,1996,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1996,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1996,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1998,general_informatio_arm_1,2,[document],,97,,1998,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1998,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1998,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,"There is no explicit removal information. I do want to note, however, that Article 205 (15) states that Congress has the power to declare if there is cause for prosecution against Magistrates of the Supreme Court.",1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1999,general_informatio_arm_1,2,[document],,97,,1999,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_1999,appointment_1_arm_1,,,,,,,,,,,22,,1,1,1,"Supreme Court of Justice",1,[document],100,1,0,1,,1,"Article 205 (9), page 38: Congress has the power to elect for the constitutional period 9 official magistrates and 7 alternates of the Supreme Court of Justice and to elect its President.    Article 303, page 63: The Supreme Court of Justice will be composed of 9 Official Magistrates and 7 alternates, elected by the National Congress and divided into Chambers.    Article 305, page 63: The period of the Magistrates of the Supreme Court of Justice will be four years and they can be reelected.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_1999,removal_1_arm_1,,,,,,,,,,,22,,5,1,1,"Supreme Court of Justice",2,[document],80,1,0,1,,1,"Article 205 (15), page 38: Congress has the power to declare if there is cause for prosecution against...Magistrates of the Supreme Court.    Article 309, page 63: The judges and Magistrates cannot be separated, suspended, removed nor retired but for the causes and with the previous guarantees in the law.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2000,general_informatio_arm_1,2,[document],,97,,2000,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2000,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2000,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,"There is no explicit information regarding removal. However, Article 205 (15) states that Congress has the power to declare if there is cause for prosecution against Magistrates of the Supreme Court.",1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2001,general_informatio_arm_1,2,[document],,97,,2001,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2001,appointment_1_arm_1,,,,,,,,,,,22,,1,1,1,"Supreme Court of Justice",1,[document],80,2,3,2,"I treat the Nominating Board as one actor, but it is composed of various members. There is a representative from the Supreme Court of Justice, a representative from the College of Lawyers, the National Commission of Human Rights, a representative from the Honduran Council of Private Enterprise, a representative from the faculty of professors of the Schools of Legal Sciences, a representative of civil society, and a representative of the Workers Confederation. ",1,"Article 205 (9): Congress has the power to elect for the period that corresponds with the nomination of candidates that the Nominating Board proposes, the Magistrates of the Supreme Court of Justice.    Article 308: The Supreme Court of Justice is integrated with 15 Magistrates.    Article 311: The Magistrates of the Supreme Court of Justice will be elected by the National Congress, with the favorable vote of 2/3 parts of all members, from a nomination of candidates no less than 3 for each one of the Magistrates to be elected.    When presented with the proposal of the total number of Magistrate candidates, an election will follow.    In case of not achieving the majority qualified for the election of the complete nomination of Magistrates, it shall move to a direct and secret vote to elect individually the Magistrates that are missing, as many times as necessary, until achieving the favorable vote of 2/3 parts.    The Magistrates will be elected from a nomination of candidates proposed by a nominating board that will be integrated in the following manner:    1. A representative of the Supreme Court of Justice elected by a favorable vote of 2/3 parts of the Magistrates;    2. A representative of the College of Lawyers, elected in Assembly;    3. The National Commission of Human Rights;    4. A representative of the Honduran Council of Private Enterprise, elected in Assembly;    5. A representative of the faculty of professors of the Schools of Legal Sciences    6. A representative elected by the organizations of civil society; and    7. A representative of the Workers Confederation.    A law will regulate the organization and functioning of the Nominating Board    Article 314: The period of Magistrates of the Supreme Court of Justice will be of seven years...they can be reelected",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2001,removal_1_arm_1,,,,,,,,,,,22,,5,1,1,"Supreme Court of Justice",2,,,,,,"The Amendment states that Magistrates cannot be separated, removed, or retired without cause and by the previous guarantees in the law.    Also, it does describe the replacement process. Please find the translation below. I assume this isn't relevant information, but I thought I'd include it anyway.",1,"Article 317: The Magistrates cannot be separated, suspended, removed, lowered or retired without cause and by the previous guarantees in the law.    Article 314: In case of death, incapacity that impedes the performance of the position, replacement by legal causes or resignation, the Magistrate that fills the vacancy will occupy it for the rest of the period and will be elected by the National Congress, by a favorable vote of at least 2/3 parts of all its members. The replacement will be selected from the remaining proposed candidates by the Nominating board at the beginning of the period.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2002,general_informatio_arm_1,2,[document],,97,,2002,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2002,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2002,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,"Although there is no explicit removal information, Article 205 (15) states that Congress has the power to determine if there exists cause for prosecution against Magistrates of the Supreme Court.",1,"Article 205 (15): Congress has the power to declare if there is cause for prosecution against...Magistrates of the Supreme Court of Justice.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2003,general_informatio_arm_1,2,[document],,97,,2003,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2003,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2003,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,"Although there is no explicit information regarding the removal process, Article 205 (15) states that Congress has the power to declare if there is cause for prosecution against Magistrates of the Supreme Court.",1,"Article 205 (15): Congress has the power to declare if there is cause for prosecution against...Magistrates of the Supreme Court of Justice.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2004,general_informatio_arm_1,2,[document],,97,,2004,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2004,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2004,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2005,general_informatio_arm_1,2,[document],,97,,2005,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2005,appointment_1_arm_1,,,,,,,,,,,22,,1,1,1,"Supreme Court of Justice",1,[document],80,2,3,2,"I treat the Nominating Board as one actor, but it is composed of various members. There is a representative from the Supreme Court of Justice, a representative from the College of Lawyers, the National Commission of Human Rights, a representative from the Honduran Council of Private Enterprise, a representative from the faculty of professors of the Schools of Legal Sciences, a representative of civil society, and a representative of the Workers Confederation. ",1,"Article 205 (9): Congress has the power to elect for the period that corresponds with the nomination of candidates that the Nominating Board proposes, the Magistrates of the Supreme Court of Justice.    Article 308: The Supreme Court of Justice is integrated with 15 Magistrates.    Article 311: The Magistrates of the Supreme Court of Justice will be elected by the National Congress, with the favorable vote of 2/3 parts of all members, from a nomination of candidates no less than 3 for each one of the Magistrates to be elected.    When presented with the proposal of the total number of Magistrate candidates, an election will follow.    In case of not achieving the majority qualified for the election of the complete nomination of Magistrates, it shall move to a direct and secret vote to elect individually the Magistrates that are missing, as many times as necessary, until achieving the favorable vote of 2/3 parts.    The Magistrates will be elected from a nomination of candidates proposed by a nominating board that will be integrated in the following manner:    1. A representative of the Supreme Court of Justice elected by a favorable vote of 2/3 parts of the Magistrates;    2. A representative of the College of Lawyers, elected in Assembly;    3. The National Commission of Human Rights;    4. A representative of the Honduran Council of Private Enterprise, elected in Assembly;    5. A representative of the faculty of professors of the Schools of Legal Sciences    6. A representative elected by the organizations of civil society; and    7. A representative of the Workers Confederation.    A law will regulate the organization and functioning of the Nominating Board    Article 314: The period of Magistrates of the Supreme Court of Justice will be of seven years...they can be reelected",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2005,removal_1_arm_1,,,,,,,,,,,22,,5,1,1,"Supreme Court of Justice",2,,,,,,"The Amendment states that Magistrates cannot be separated, removed, or retired without cause and by the previous guarantees in the law.    Also, it does describe the replacement process. Please find the translation below. I assume this isn't relevant information, but I thought I'd include it anyway.",1,"Article 317: The Magistrates cannot be separated, suspended, removed, lowered or retired without cause and by the previous guarantees in the law.    Article 314: In case of death, incapacity that impedes the performance of the position, replacement by legal causes or resignation, the Magistrate that fills the vacancy will occupy it for the rest of the period and will be elected by the National Congress, by a favorable vote of at least 2/3 parts of all its members. The replacement will be selected from the remaining proposed candidates by the Nominating board at the beginning of the period.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Honduras_2008,general_informatio_arm_1,2,[document],,97,,2008,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2008,appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_2008,removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_2011,general_informatio_arm_1,2,[document],,97,,2011,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2011,appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_2011,removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_2012,general_informatio_arm_1,2,[document],,97,,2012,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2012,appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],80,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_2012,removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],60,1,1,0,"The document references an impeachment process as a Congressional power, but the language removes all reference to which officials can be impeached.  Earlier versions of the constitution explicitly stated that Justices could be impeached.  ",,,,,1,,,,,,,,,,,,,,,,,
Honduras_2012,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1991,,,,,,,,,,,,,,,1
Honduras_2013,general_informatio_arm_1,2,[document],,97,,2013,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras_2013,appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],100,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Honduras_2013,appointment_2_arm_1,,,,,,,,,,,2,,1,1,1,"Supreme Court of Justice",1,[document],60,8,1,2,,,,,,2,,,,,,,,,,,,,,,,,
Honduras_2013,removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],60,2,1,1,"The procedures for the political trial are unclear.      Nancy Reconciliation note summer 2016: Constitution states that justices of the supreme court are subject to removal, but the process is uncelar:    'Article 234  [Inserted by Decree No. 231-2012 as ratified by Decree No. 8-2013]  Political Trial [Juicio Politico/Impeachment] against the President of the Republic and [persons] Designated Presidential, Magistrates of the Supreme Court of Justice, Deputies of the National Congress and Central American Parliament, Municipal Corporations, and any public servant elected by the National Congress[,] proceeds when grave denunciation in the performance of their office [cargo] exist against them, for realizing actions [actuacioÌnes] contrary to the Constitution of the Republic or the national interest and for manifest negligence, incapacity or incompetence to perform the office. Without prejudice to administrative, civil and penal responsibility, the dismissal from the office will be the only consequence derived from the responsibility decreed through a political trial.  When the denunciation is against the President of the Republic, the processing [tramitacioÌn] of the process of prosecution and his dismissal must be approved by the three-quarters parts of the total of the Deputies, in the other cases it will be by two-thirds of the Chamber.  The President of the Republic may only be dismissed from his office by the National Congress through Political Trial.  The implementation of Political Trial and its effects are not subject to jurisdictional control and the Decree emitted to that effect does not require [the] sanction of the Executive Power.  Political Trial consist of two (2) stages, the investigative Stage that will last [the time] established in the Special Law which to that effect will be emitted and the Stage of discussion and vote, that will last up to five (5) days, counted from the presentation of the report [informe] to the Plenary on the part of the Special Commission.'",,,,,2,,,,,,,,,,,,,,,,,
Honduras_2013,removal_2_arm_1,,,,,,,,,,,2,,4,1,1,"Supreme Court of Justice",2,,,,,,"Section II, Article 234 discusses political trials, in particular, which public servants can be tried for what types of behavior.     Article 205 states, however, that the National Congress has the power 'To conduct [realizar] the Political Trial [Juicio Político] in accordance with the procedure established in the Special Law for Political Trial...'",,,,,1,,,,,,,,,,,,,,,,,
Honduras_2013,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2012,,,,,,,,,,,,,,,1
Hungary_1919,general_informatio_arm_1,1,[document],,98,,1919,180,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1919,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1919,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1920,general_informatio_arm_1,1,[document],,98,,1920,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1920,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1920,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1933,general_informatio_arm_1,2,[document],,98,,1933,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1933,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1933,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1937,general_informatio_arm_1,2,[document],,98,,1937,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1937,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1937,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1946,general_informatio_arm_1,1,[document],,98,,1946,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1946,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1946,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1949,general_informatio_arm_1,1,[document],,98,,1949,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1949,appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court of the Hungarian People's Republic",1,[document],60,2,1,2,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1949,appointment_2_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court",1,[document],80,1,1,0,"This is the process for all judges. The president of the supreme court is elected by parliament, but there is no specific process for puisne SC judges.",,,,,1,,,,,,,,,,,,,,,,,
Hungary_1949,removal_1_arm_1,,,,,,,,,,,4,,4,1,1,"Supreme Court of the Hungarian People's Republic",,,,,,,"The elected judges may be  recalled for reasons determined by law - Article 48 (1)",,,,,1,,,,,,,,,,,,,,,,,
Hungary_1949,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,10,1,1,2,,1
Hungary_1950,general_informatio_arm_1,2,[document],,98,,1950,180,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1950,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1950,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1952,general_informatio_arm_1,2,[document],,98,,1952,180,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1952,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1952,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1953,general_informatio_arm_1,2,[document],,98,,1953,180,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1953,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1953,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1954,general_informatio_arm_1,2,[document],,98,,1954,180,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1954,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1954,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1955,general_informatio_arm_1,2,[document],,98,,1955,180,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1955,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1955,appointment_2_arm_1,,,,,,,,,,,20,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1955,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1955,removal_2_arm_1,,,,,,,,,,,20,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1957,general_informatio_arm_1,2,[document],,98,,1957,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary_1957,appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court of the Hungarian People's Republic",1,[document],80,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Hungary_1957,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
